id,name,purposes,legIntPurposes,flexiblePurposes,specialPurposes,features,specialFeatures,cookieMaxAgeSeconds,usesCookies,cookieRefresh,usesNonCookieAccess,dataRetention,urls,dataDeclaration,deviceStorageDisclosureUrl,overflow,deletedDate
771,bam! interactive marketing GmbH ,"[1, 7, 10]",[],[],"[1, 2]",[],[1],86400.0,True,False,False,"{'stdRetention': 7, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://bam-interactive.de/datenschutz/', 'legIntClaim': 'https://bam-interactive.de/datenschutz/'}]","[2, 6, 8]",https://libs.adtron.io/iab_tcf.json,{'httpGetLimit': 128},
772,Oracle Data Cloud - Moat,[],"[7, 8, 10]",[],[1],[],[],,False,False,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.oracle.com/legal/privacy/services-privacy-policy.html', 'legIntClaim': 'https://www.oracle.com/legal/privacy/services-privacy-policy.html'}]","[1, 8]",https://datacloudoptout.oracle.com/gdpr-tcf/Oracle_Moat_TCF2Disclosures.json,,
773,Euvic 360e-com Sp. z o.o.,"[1, 2, 3, 4, 7, 9, 10]",[],[],"[1, 2]","[2, 3]",[1],2592000.0,True,True,True,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'pl', 'privacy': 'https://www.clickonometrics.com/optout/', 'legIntClaim': 'https://www.clickonometrics.com/optout/'}, {'langId': 'en', 'privacy': 'https://www.clickonometrics.com/optout/en.html', 'legIntClaim': 'https://www.clickonometrics.com/optout/en.html'}, {'langId': 'ro', 'privacy': 'https://www.clickonometrics.com/optout/ro.html', 'legIntClaim': 'https://www.clickonometrics.com/optout/ro.html'}]","[1, 2, 3, 5, 6, 10]",https://delivery.clickonometrics.pl/deviceStorage.json,,
774,Wagawin GmbH,[],"[2, 7]","[2, 7]","[1, 2]",[],[],,False,False,False,"{'stdRetention': 7, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.wagawin.com/privacy-en/productprivacy', 'legIntClaim': 'https://www.wagawin.com/product-privacy-policy'}, {'langId': 'de', 'privacy': 'https://www.wagawin.com/product-privacy-policy', 'legIntClaim': 'https://www.wagawin.com/product-privacy-policy'}]",[1],https://docs.wagawin.com/deviceStorage.json,,
775,SelectMedia International LTD,"[1, 2, 3, 4, 7, 8, 11]",[],[],"[1, 2]",[3],[],7776000.0,True,False,True,"{'stdRetention': 3, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.selectmedia.asia/terms-and-privacy/', 'legIntClaim': 'https://www.selectmedia.asia/terms-and-privacy/'}]",[1],https://sm1.selectmedia.asia/cdn/gdpr/devicestorage.json,,
776,Mars Media Group,[2],[],[2],[],[],[],,False,False,False,"{'purposes': {'2': 30}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://mars.media/privacy-policy', 'legIntClaim': 'https://mars.media/privacy-policy'}]",[3],https://mars.media/apis/tcf-v2.json,{'httpGetLimit': 128},
778,Discover-Tech ltd,"[2, 3, 4, 7]",[],[],[],[3],[],,False,False,False,"{'stdRetention': 93, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.discover-tech.io/privacy-policy'}]","[1, 3]",https://www.discover-tech.io/_functions/api/disclosure.json,,
779,Adtarget Teknoloji A.S.,"[1, 2, 7]",[],[],"[1, 2]",[3],[1],8035200.0,True,True,True,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {'1': 90}}","[{'langId': 'en', 'privacy': 'https://adtarget.com.tr/adtarget-privacy-policy-2020.pdf', 'legIntClaim': 'https://adtarget.com.tr/adtarget-privacy-policy-2020.pdf'}]","[1, 2, 3, 4, 6, 7, 8, 11]",https://adtarget.com.tr/.well-known/deviceStorage.json,,
780,Aniview LTD,"[1, 2, 3, 4, 7, 8, 9, 10, 11]",[],[],[1],[3],[],7776000.0,True,False,True,"{'stdRetention': 4320, 'purposes': {}, 'specialPurposes': {'1': 100}}","[{'langId': 'en', 'privacy': 'https://www.aniview.com/privacy-policy/', 'legIntClaim': 'https://www.aniview.com/privacy-policy/'}]","[1, 2, 3, 6, 8]",https://player.aniview.com/gdpr/gdpr.json,,
781,FeedAd GmbH,"[1, 3, 4, 5, 6, 8, 9]","[2, 7, 10]","[2, 7, 10]","[1, 2]","[2, 3]","[1, 2]",2592000.0,True,True,True,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://feedad.com/privacy/', 'legIntClaim': 'https://feedad.com/privacy/#legal-basis'}]","[1, 2, 3, 6, 7, 8, 9, 10, 11]",https://api.feedad.com/tcf-device-disclosures.json,{'httpGetLimit': 128},
782,MIQ DIGITAL LIMITED,"[1, 3, 7, 9, 10]",[],[],[],[],[],,False,False,True,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://airgrid.io/privacy-policy'}]","[1, 2, 6, 8, 10]",https://airgrid.io/tcf-disclosures.json,,
783,Audienzz AG,"[1, 2, 3, 4, 5, 6]",[],[],[],"[1, 2, 3]","[1, 2]",31536000.0,True,True,True,"{'stdRetention': 120, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.audienzz.ch/agb'}]","[1, 2, 4, 5, 6, 7, 10]",https://cdn.adnz.co/cmp/device_storage_disclosure_vendor_783.json,,
784,Nubo LTD,[1],"[2, 7]",[],"[1, 2]",[3],[],86400.0,True,False,False,"{'stdRetention': 1, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://api.recod3suite.com/privacypolicy.php', 'legIntClaim': 'https://api.recod3suite.com/privacypolicy.php'}]","[1, 2, 8]",https://api.recod3suite.com/deviceStorage.json,,
786,TargetVideo GmbH,"[1, 7, 8, 10]",[],[],[],[],[],,False,False,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://target-video.com/privacy-policy/'}]","[2, 8]",https://target-video.com/vendors-device-storage-and-operational-disclosures.json,,
787,Hearts and Science München GmbH,"[1, 7]",[],[],"[1, 2]",[],[],5184000.0,True,True,False,"{'stdRetention': 45, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.nonstoppartner.net', 'legIntClaim': 'https://www.nonstoppartner.net'}]",[1],https://a.nonstoppartner.net/tcf.php,,
788,Ad Alliance GmbH,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],[],[2],[1],31536000.0,True,False,True,"{'stdRetention': 395, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.ad-alliance.de/datenschutz/'}]","[1, 2, 3, 4, 5, 6, 7, 10]",https://static.emsservice.de/iabtcf/deviceStorageDisclosure.json,{'httpGetLimit': 128},
790,"AdGear Technologies, Inc.","[1, 3, 4]","[2, 7, 9, 10]",[],"[1, 2]","[1, 2, 3]",[1],34128000.0,True,False,True,"{'stdRetention': 395, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://samsungads.ca/en/privacy/', 'legIntClaim': 'https://samsungads.ca/en/privacy/'}, {'langId': 'fr', 'privacy': 'https://samsungads.ca/fr/confidentialite/', 'legIntClaim': 'https://samsungads.ca/fr/confidentialite/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",https://policy.samsungads.com/deviceStorage.json,,
791,Media Square,"[1, 2]",[],[2],[2],[],[],7776000.0,True,True,False,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://www.mediasquare.fr/e-privacy/', 'legIntClaim': 'https://www.mediasquare.fr/e-privacy/'}]","[2, 3, 11]",https://mediasquare.fr/deviceStorage.json,,
793,Amazon Advertising,"[1, 2, 3, 4, 7, 9, 10]",[],"[2, 7, 9, 10]","[1, 2]",[1],[],34190000.0,True,True,True,"{'stdRetention': 395, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.amazon.co.uk/gp/help/customer/display.html?nodeId=201909010', 'legIntClaim': 'https://www.amazon.co.uk/gp/help/customer/display.html?nodeId=201909010#GUID-A440AA65-7F7E-4134-8FA8-842156F43EEE__SECTION_9E24D5FE5F4041028B4C2F9EDD690457'}, {'langId': 'fr', 'privacy': 'https://www.amazon.fr/gp/help/customer/display.html?nodeId=201909010', 'legIntClaim': 'https://www.amazon.fr/gp/help/customer/display.html?nodeId=201909010#GUID-45AD78C8-97B0-4FAC-BB81-E55E7DCE1304__SECTION_AA585B558BBE481693B96AD804709045'}, {'langId': 'de', 'privacy': 'https://www.amazon.de/gp/help/customer/display.html?nodeId=201909010', 'legIntClaim': 'https://www.amazon.de/gp/help/customer/display.html?nodeId=201909010&language=de_DE#GUID-9DFA0CFF-9E83-4207-8EE5-5B1B8CFC3F4A__SECTION_EC2ADA9968FE4544AF666884DFCB9E9E'}, {'langId': 'cs', 'privacy': 'https://www.amazon.de/-/cs/gp/help/customer/display.html?nodeId=201909010', 'legIntClaim': 'https://www.amazon.de/-/cs/gp/help/customer/display.html?nodeId=201909010&language=cs_CZ#GUID-9DFA0CFF-9E83-4207-8EE5-5B1B8CFC3F4A__SECTION_EC2ADA9968FE4544AF666884DFCB9E9E'}, {'langId': 'nl', 'privacy': 'https://www.amazon.nl/gp/help/customer/display.html?ie=UTF8&nodeId=201909010', 'legIntClaim': 'https://www.amazon.nl/gp/help/customer/display.html?ie=UTF8&nodeId=201909010#GUID-911A5FBF-48DF-4889-8E7A-FD39126E3932__SECTION_2C5B806C7D484AE09082C6298DDABD6F'}, {'langId': 'pl', 'privacy': 'https://www.amazon.pl/gp/help/customer/display.html?nodeId=GX7NJQ4ZB8MHFRNJ', 'legIntClaim': 'https://www.amazon.pl/gp/help/customer/display.html?nodeId=GX7NJQ4ZB8MHFRNJ#GUID-75B52270-B96A-4B94-AAFE-CCCB793EBD68__SECTION_EC2ADA9968FE4544AF666884DFCB9E9E'}, {'langId': 'tr', 'privacy': 'https://www.amazon.com.tr/gp/help/customer/display.html?nodeId=201909010', 'legIntClaim': 'https://www.amazon.com.tr/gp/help/customer/display.html?nodeId=201909010#GUID-76613C0D-37C3-4817-8287-6FF3811CB687__SECTION_7061132732334935AC85C3ABFB5AD7A7'}, {'langId': 'es', 'privacy': 'https://www.amazon.es/gp/help/customer/display.html?nodeId=201909010', 'legIntClaim': 'https://www.amazon.es/gp/help/customer/display.html?nodeId=201909010#GUID-98F241D9-40E2-4803-94B6-5DCA7B54B091__SECTION_3EC12027F6EF48CC9D32393440630CA7'}, {'langId': 'sv', 'privacy': 'https://www.amazon.se/gp/help/customer/display.html?ie=UTF8&nodeId=201909010', 'legIntClaim': 'https://www.amazon.se/gp/help/customer/display.html?ie=UTF8&nodeId=201909010#GUID-10C35865-E6C7-4978-A3BE-D2EA966E2D56__SECTION_B919E35F3784459CBAAD4C97BBD0A24A'}, {'langId': 'it', 'privacy': 'https://www.amazon.it/gp/help/customer/display.html?nodeId=200545460', 'legIntClaim': 'https://www.amazon.it/gp/help/customer/display.html?nodeId=200545460#GUID-39BCAF6A-C3F5-45F7-8A6B-2D747519AB82__SECTION_2212884398A441EAA8681159A81D3DEC'}]","[1, 2, 3, 5, 6, 8, 10, 11]",https://m.media-amazon.com/images/G/01/adprefs/deviceStorageDisclosure.json,,
794,Kubient Inc. ,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[10],"[1, 2]","[1, 2, 3]","[1, 2]",31104000.0,True,False,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://kubient.com/privacy-policy/', 'legIntClaim': 'https://kubient.com/privacy-policy/'}]","[1, 2, 3, 6, 8]",https://kubient.com/wp-content/uploads/2022/08/TCFv2.json,,
795,Factor Eleven GmbH,"[1, 2, 4, 7]",[],[],"[1, 2]",[3],[1],2592000.0,True,True,True,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://de.f11-ads.com/privacy.php', 'legIntClaim': 'https://de.f11-ads.com/privacy.php'}, {'langId': 'en', 'privacy': 'https://de.f11-ads.com/privacy.php', 'legIntClaim': 'https://de.f11-ads.com/privacy.php'}]","[1, 2, 8, 11]",https://www.factor-eleven.de/tcf/deviceStorage2.json,,
796,EASY Marketing GmbH,"[1, 2, 7, 8]",[],"[2, 7, 8]","[1, 2]","[1, 2, 3]",[],31536000.0,True,True,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://trck.easy-m.de/privacy-policy.do', 'legIntClaim': 'https://trck.easy-m.de/privacy-policy.do'}, {'langId': 'en', 'privacy': 'https://trck.easy-m.de/privacy-policy.do', 'legIntClaim': 'https://trck.easy-m.de/privacy-policy.do'}]","[2, 3, 4, 6, 11]",https://trck.easy-m.de/api/tcf/definitions/disclosures.json,,
797,Artefact Deutschland GmbH,"[1, 7]",[],[7],"[1, 2]","[2, 3]",[],31536000.0,True,True,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://aaa.artefact.com/privacy-policy.do', 'legIntClaim': 'https://aaa.artefact.com/privacy-policy.do'}, {'langId': 'en', 'privacy': 'https://aaa.artefact.com/privacy-policy.do', 'legIntClaim': 'https://aaa.artefact.com/privacy-policy.do'}]",,https://artefact.emcustomers.de/api/tcf/definitions/disclosures.json,,
798,Adverticum cPlc.,"[1, 2, 3, 4, 8, 9, 10]",[7],"[2, 7, 8, 9, 10]","[1, 2]",[3],[2],63072000.0,True,False,True,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://adverticum.net/english/privacy-and-data-processing-information/', 'legIntClaim': 'https://adverticum.net/english/privacy-and-data-processing-information/'}]","[1, 2]",https://adverticum.net/static/deviceStorageDisclosure.json,,
799,Adpone SL,"[1, 2, 7, 8, 9, 10, 11]",[],[],[],"[2, 3]",[],10368000.0,True,False,False,"{'stdRetention': 120, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://adpone.com/privacy-policy'}]","[1, 2, 3, 4, 8]",https://adserver.adpone.com/deviceStorage.json,{'httpGetLimit': 128},
800,Reppublika Data Analytics and Technologies GmbH,"[1, 2, 3, 4, 7, 8, 9, 10]",[],[10],[1],"[2, 3]",[2],15552000.0,True,False,True,"{'stdRetention': 180, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.reppublika.com/privacy-policy', 'legIntClaim': 'https://www.reppublika.com/privacy-policy'}, {'langId': 'de', 'privacy': 'https://www.reppublika.com/datenschutzordnung', 'legIntClaim': 'https://www.reppublika.com/datenschutzordnung'}]","[1, 2, 3, 4, 6, 10]",https://pub.mindtake.com/TCF_DeviceStorageDisclosure/?vendorID=800,,
801,"Bannernow, Inc.",[],"[2, 7]",[],"[1, 2]",[3],[],,False,False,False,"{'purposes': {'2': 0, '7': 10}, 'specialPurposes': {'1': 10, '2': 0}}","[{'langId': 'en', 'privacy': 'https://bannernow.com/privacy', 'legIntClaim': 'https://bannernow.com/privacy'}]","[1, 2]",https://storage.bannernow.com/gvl/bannernowdevicestoragedisclosures.json,,
803,Click Tech Limited,"[1, 3, 4, 5, 6]","[2, 7, 8, 9, 10]","[2, 7, 8, 9, 10]","[1, 2]","[1, 2, 3]","[1, 2]",25200.0,True,True,False,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.zmaticoo.com/zmaticoo/privacies.html', 'legIntClaim': 'https://www.zmaticoo.com/zmaticoo/privacies.html'}]","[1, 2, 3]",https://gw-api.yeahtargeter.com/v3/cmp,{'httpGetLimit': 128},
804,LinkedIn Ireland Unlimited Company,"[1, 3, 4]","[2, 7, 9, 10]","[2, 7, 9, 10]","[1, 2]",[1],[],7776000.0,True,True,True,"{'stdRetention': 540, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.linkedin.com/legal/privacy-policy', 'legIntClaim': 'https://www.linkedin.com/legal/privacy-policy'}]","[1, 2, 3, 5, 6, 8, 11]",https://media.licdn.com/media/AAYQBATvAAgAAQAAAAAAAEGEzr1DmoG3RWSNHDH6nsefjA.json,,
806,"Aarki, Inc.","[1, 2, 3, 4]","[7, 10]",[],"[1, 2]",[3],[],,False,False,True,"{'stdRetention': 365, 'purposes': {'3': 3650, '4': 3650, '7': 1500}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://corp.aarki.com/privacy', 'legIntClaim': 'https://corp.aarki.com/privacy'}]","[1, 2, 3, 7, 8]",https://www.aarki.com/hubfs/device_storage_disclosure.json,,
807,"Moloco, Inc.","[3, 4]","[2, 7, 8, 9, 10]","[2, 7, 8, 9, 10]","[1, 2]",[3],[2],63072000.0,True,True,True,"{'stdRetention': 730, 'purposes': {}, 'specialPurposes': {'2': 0}}","[{'langId': 'en', 'privacy': 'https://www.moloco.com/privacy-policy', 'legIntClaim': 'https://www.moloco.com/advertising-policy'}]","[1, 2, 3, 8]",https://www.moloco.com/device-storage-disclosure-json,,
808,Pure Local Media GmbH,"[1, 2, 3, 4, 7, 9]",[],[],"[1, 2]",[3],[],7776000.0,True,True,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://purelocalmedia.de/?page_id=593', 'legIntClaim': 'https://purelocalmedia.de/?page_id=593'}]","[1, 2, 8, 11]",https://www.purelocalmedia.de/json-file/deviceStorage2.json,{'httpGetLimit': 128},
810,lead alliance GmbH,[1],[7],[7],"[1, 2]",[3],[],7776000.0,True,False,True,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.lead-alliance.net/dataprotection2', 'legIntClaim': 'https://www.lead-alliance.net/dataprotection2'}]","[1, 6, 11]",https://files.leadalliance.eu/devicestorage.json,,
811,iPROM,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[],[],[],[],"[1, 2]",31536000.0,True,False,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://iprom.eu/privacy_policy/GDPR'}]","[1, 3, 8, 9, 11]",https://core.iprom.net/info/deviceStorage.json,,
812,Nielsen International SA,[1],"[7, 9, 10]","[7, 10]",[1],"[1, 2, 3]",[],33696000.0,True,False,True,"{'stdRetention': 390, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.nielsen.com/eu/en/legal/privacy-statement/digital-measurement/', 'legIntClaim': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/#personal-data'}, {'langId': 'sv', 'privacy': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/', 'legIntClaim': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/#personal-data'}, {'langId': 'pt', 'privacy': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/', 'legIntClaim': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/#personal-data'}, {'langId': 'it', 'privacy': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/', 'legIntClaim': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/#personal-data'}, {'langId': 'fr', 'privacy': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/', 'legIntClaim': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/#personal-data'}, {'langId': 'es', 'privacy': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/', 'legIntClaim': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/#personal-data'}, {'langId': 'cs', 'privacy': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/', 'legIntClaim': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/#personal-data'}, {'langId': 'no', 'privacy': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/', 'legIntClaim': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/#personal-data'}, {'langId': 'pl', 'privacy': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/', 'legIntClaim': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/#personal-data'}, {'langId': 'da', 'privacy': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/', 'legIntClaim': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/#personal-data'}, {'langId': 'gl', 'privacy': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/', 'legIntClaim': 'https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/#personal-data'}]","[1, 2, 3, 11]",https://files.imrworldwide.com/deviceStorageDisclosure.json,,
814,Eskimi,"[1, 2, 3, 4, 7, 10]",[],[],"[1, 2]",[2],[],2592000.0,True,True,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.eskimi.com/privacy-policy', 'legIntClaim': 'https://www.eskimi.com/privacy-policy'}]","[1, 2, 3, 4, 6, 8, 10, 11]",https://dsp-media.eskimi.com/deviceStorage.json,,
815,"Blockthrough, Inc.","[1, 2, 3, 4, 7, 9, 10]",[],[],"[1, 2]",[],[],2592000000.0,True,False,True,"{'stdRetention': 90, 'purposes': {'3': 0, '4': 0}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://blockthrough.com/privacy-policy/', 'legIntClaim': 'https://blockthrough.com/privacy-policy/'}]","[1, 2, 4, 11]",https://blockthrough.com/tcf_disclosures.json,,
816,"NoBid, Inc.","[2, 10]",[],[],[2],[],[],604800.0,True,True,False,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.nobid.io/privacy-policy/', 'legIntClaim': 'https://www.nobid.io/privacy-policy/#legal_grounds'}]","[1, 2, 3, 8, 11]",https://public.servenobid.com/gdpr_tcf/vendor_device_storage_operational_disclosures.json,,
819,retailAds GmbH &amp; Co. KG,[1],"[2, 7, 11]","[2, 7, 11]","[1, 2]",[],[],7776000.0,True,True,True,"{'stdRetention': 0, 'purposes': {'7': 180}, 'specialPurposes': {'1': 3650}}","[{'langId': 'de', 'privacy': 'https://www.retailads.net/de-de/ueberuns/datenschutz/', 'legIntClaim': 'https://www.retailads.net/de-de/ueberuns/datenschutz/'}]","[1, 2, 3, 4, 6, 8, 11]",https://cdn.retailads.net/tcf-ra-crT5slOk67jtV.json,,
820,Kameleoon SAS,"[1, 3, 4, 5, 6, 7, 8, 10]",[],[10],[],"[1, 2]",[],31536000.0,True,True,True,"{'stdRetention': 730, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://developers.kameleoon.com/local-storage.html#list-of-collected-data', 'legIntClaim': 'https://www.kameleoon.com/en/privacy-policy'}]","[1, 2, 3, 4, 8, 11]",https://developers.kameleoon.com/tcf/kameleoon-tcf.json,,
821,vitrado GmbH,"[1, 7]",[],[7],"[1, 2]",[],[],31536000.0,True,True,False,"{'stdRetention': 365, 'purposes': {'7': 4320}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.vitrado.de/datenschutz', 'legIntClaim': 'https://www.vitrado.de/datenschutz'}]","[1, 2, 11]",https://static.ppro.de/deviceStorage.json,,
822,Adverty AB (publ),"[1, 2, 3, 4, 7, 9, 10]",[],[7],[2],[1],[2],,False,False,True,"{'stdRetention': 390, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://adverty.com/privacy-policy/', 'legIntClaim': 'https://adverty.com/privacy-policy/'}]","[1, 2, 3, 4, 6, 7, 11]",https://adverty.com/deviceStorage.json,,
825,EDGE NPD Sp. z o.o.,"[1, 3, 4, 5, 6]","[2, 7, 8, 9, 10]","[2, 7, 8, 9, 10]","[1, 2]","[2, 3]",[2],63072000000.0,True,True,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://abtshield.com/privacy-policy/', 'legIntClaim': 'https://abtshield.com/privacy-policy/'}]","[1, 2, 3, 6]",https://d1.abtshield.com/disclosures.json,,
826,DNA-I.COM,"[7, 8]",[],[],"[1, 2]",[],[],,False,False,False,"{'purposes': {'7': 1095, '8': 1095}, 'specialPurposes': {'1': 30, '2': 30}}","[{'langId': 'fr', 'privacy': 'https://www.adn.ai/fr/politique-confidentialite-adserver', 'legIntClaim': 'https://www.adn.ai/fr/politique-confidentialite-adserver'}]","[2, 6]",https://static.adn.ai/deploymanuel/tcf/deviceStorageDisclosure.json,,
827,Adtriba GmbH,"[1, 7]",[],[7],[],[2],[],63072000.0,True,True,False,"{'purposes': {'7': 730}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://privacy.adtriba.com/', 'legIntClaim': 'https://privacy.adtriba.com/'}]","[1, 2, 3, 5, 6, 8, 11]",https://tcf.adtriba.com/data.json,,
828,TX Group AG,"[1, 3, 5, 6]","[8, 9, 10]",[],"[1, 2]","[1, 2, 3]",[1],94608000.0,True,False,True,"{'stdRetention': 730, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://tx.group/de/datenschutzerklaerung/', 'legIntClaim': 'https://tx.group/de/datenschutzerklaerung/#process_personal_data'}, {'langId': 'en', 'privacy': 'https://tx.group/privacy-policy/', 'legIntClaim': 'https://tx.group/privacy-policy/#process_personal_data'}, {'langId': 'fr', 'privacy': 'https://tx.group/fr/declaration-de-confidentialite/', 'legIntClaim': 'https://tx.group/fr/declaration-de-confidentialite/#process_personal_data'}]","[1, 2, 3, 5, 6, 7, 9, 10, 11]",https://dai-video.s3.eu-central-1.amazonaws.com/JSON/TcfTXDeviceStorage.json,,
831,United Internet Media GmbH,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[],[],"[1, 2]","[1, 2]",[],31536000.0,True,True,False,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.united-internet-media.de/de/datenschutzhinweis/', 'legIntClaim': 'https://www.united-internet-media.de/de/datenschutzhinweis/'}]","[1, 2, 3, 5, 6, 8, 10, 11]",https://www.united-internet-media.de/services/deviceStorage.json,,
832,Objective Partners BV,"[1, 7]",[],[],[],[1],[],7776000.0,True,True,False,"{'purposes': {'7': 120}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.objectiveplatform.com/cookie-policy-and-privacy-statement/', 'legIntClaim': 'https://www.objectiveplatform.com/cookie-policy-and-privacy-statement/'}]",[3],https://opt.objectiveportal.com/deviceStorage.json,,
833,Disqus,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],[],[3],[2],31536000.0,True,False,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://help.disqus.com/en/articles/1717103-disqus-privacy-policy', 'legIntClaim': 'https://help.disqus.com/en/articles/1717103-disqus-privacy-policy'}]","[1, 2, 4, 5, 6, 11]",https://disqus.com/.well-known/deviceStorageDisclosure.json,,
