id,name,purposes,legIntPurposes,flexiblePurposes,specialPurposes,features,specialFeatures,cookieMaxAgeSeconds,usesCookies,cookieRefresh,usesNonCookieAccess,dataRetention,urls,dataDeclaration,deviceStorageDisclosureUrl,overflow,deletedDate
53,Sirdata,"[1, 3, 4, 5, 6, 9]","[2, 7, 8, 10, 11]","[2, 7, 8, 10, 11]","[1, 2]","[1, 2, 3]",[],31536000.0,True,True,True,"{'stdRetention': 185, 'purposes': {}, 'specialPurposes': {'1': 0, '2': 0}}","[{'langId': 'en', 'privacy': 'https://www.sirdata.com/en/Privacy', 'legIntClaim': 'https://www.sirdata.com/en/Privacy#legitimateinterest'}, {'langId': 'fr', 'privacy': 'https://www.sirdata.com/fr/Vie-Privee', 'legIntClaim': 'https://www.sirdata.com/fr/Vie-Privee#legitimateinterest'}, {'langId': 'bg', 'privacy': 'https://www.sirdata.com/en/Privacy-bg', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-bg#legitimateinterest'}, {'langId': 'zh', 'privacy': 'https://www.sirdata.com/en/Privacy-zh', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-zh#legitimateinterest'}, {'langId': 'cs', 'privacy': 'https://www.sirdata.com/en/Privacy-cs', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-cs#legitimateinterest'}, {'langId': 'da', 'privacy': 'https://www.sirdata.com/en/Privacy-da', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-da#legitimateinterest'}, {'langId': 'nl', 'privacy': 'https://www.sirdata.com/en/Privacy-nl', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-nl#legitimateinterest'}, {'langId': 'et', 'privacy': 'https://www.sirdata.com/en/Privacy-et', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-et#legitimateinterest'}, {'langId': 'fi', 'privacy': 'https://www.sirdata.com/en/Privacy-fi', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-fi#legitimateinterest'}, {'langId': 'de', 'privacy': 'https://www.sirdata.com/en/Privacy-de', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-de#legitimateinterest'}, {'langId': 'el', 'privacy': 'https://www.sirdata.com/en/Privacy-el', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-el#legitimateinterest'}, {'langId': 'hu', 'privacy': 'https://www.sirdata.com/en/Privacy-hu', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-hu#legitimateinterest'}, {'langId': 'it', 'privacy': 'https://www.sirdata.com/en/Privacy-it', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-it#legitimateinterest'}, {'langId': 'ja', 'privacy': 'https://www.sirdata.com/en/Privacy-ja', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-ja#legitimateinterest'}, {'langId': 'lv', 'privacy': 'https://www.sirdata.com/en/Privacy-lv', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-lv#legitimateinterest'}, {'langId': 'lt', 'privacy': 'https://www.sirdata.com/en/Privacy-lt', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-lt#legitimateinterest'}, {'langId': 'no', 'privacy': 'https://www.sirdata.com/en/Privacy-no', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-no#legitimateinterest'}, {'langId': 'pl', 'privacy': 'https://www.sirdata.com/en/Privacy-pl', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-pl#legitimateinterest'}, {'langId': 'pt', 'privacy': 'https://www.sirdata.com/en/Privacy-pt-PT', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-pt-PT#legitimateinterest'}, {'langId': 'ro', 'privacy': 'https://www.sirdata.com/en/Privacy-ro', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-ro#legitimateinterest'}, {'langId': 'ru', 'privacy': 'https://www.sirdata.com/en/Privacy-ru', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-ru#legitimateinterest'}, {'langId': 'sk', 'privacy': 'https://www.sirdata.com/en/Privacy-sk', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-sk#legitimateinterest'}, {'langId': 'sl', 'privacy': 'https://www.sirdata.com/en/Privacy-sl', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-sl#legitimateinterest'}, {'langId': 'es', 'privacy': 'https://www.sirdata.com/en/Privacy-es', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-es#legitimateinterest'}, {'langId': 'sv', 'privacy': 'https://www.sirdata.com/en/Privacy-sv', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-sv#legitimateinterest'}, {'langId': 'tr', 'privacy': 'https://www.sirdata.com/en/Privacy-tr', 'legIntClaim': 'https://www.sirdata.com/en/Privacy-tr#legitimateinterest'}]","[1, 3, 4, 5, 6, 7, 8, 10, 11]",https://cdn.sirdata.eu/sirdata_device_storage_disclosure.json,{'httpGetLimit': 128},
55,"Madison Logic, Inc.","[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",[],[],"[1, 2]","[1, 2, 3]",[1],3888000.0,True,False,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.madisonlogic.com/privacy/', 'legIntClaim': 'https://www.madisonlogic.com/privacy/'}]","[1, 2, 3, 4, 6, 7, 8, 9, 11]",https://iab-info.madisonlogic.com/file.json,,
56,Confiant Inc.,[],[],[],"[1, 2]",[],[],,False,False,False,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.confiant.com/privacy', 'legIntClaim': 'https://www.confiant.com/privacy'}, {'langId': 'de', 'privacy': 'https://www.confiant.com/datenschutz', 'legIntClaim': 'https://www.confiant.com/datenschutz'}]",[8],https://cdn.clarium.io/tcf-compliance/domains_and_disclosure.json,,
57,RATEGAIN ADARA INC,"[1, 2, 3, 4, 7, 9, 10]",[],[],"[1, 2]","[1, 2, 3]",[],63072000.0,True,False,False,"{'purposes': {'2': 365, '3': 365, '4': 365, '7': 730, '9': 730, '10': 730}, 'specialPurposes': {'1': 730, '2': 365}}","[{'langId': 'en', 'privacy': 'https://adara.com/privacy-promise/', 'legIntClaim': 'https://adara.com/privacy-promise/'}]","[1, 2, 3, 5, 6, 7, 8, 10, 11]",https://storage.googleapis.com/adara-public/iab/device-storage-disclosure.json,,
58,33Across,"[1, 2, 3, 4, 7, 10]",[],[],"[1, 2]","[2, 3]",[2],31556952.0,True,True,False,"{'stdRetention': 30, 'purposes': {'7': 90, '10': 90}, 'specialPurposes': {'1': 90}}","[{'langId': 'en', 'privacy': 'https://www.33across.com/privacy-policy', 'legIntClaim': 'https://www.33across.com/privacy-policy'}]","[1, 2, 3, 4, 6, 8, 10, 11]",https://platform.33across.com/disclosures.json,,
59,"Sift Media, Inc",[2],[],[2],[2],[3],[1],,False,False,False,"{'stdRetention': 1, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.sift.co/privacy', 'legIntClaim': 'https://www.sift.co/privacy'}]","[1, 2, 3, 8, 9]",https://app-creatives.s3.amazonaws.com/GdprTcfDeviceStorageDisclosure.json,,
60,Rakuten Marketing LLC,"[1, 3, 4]","[2, 7, 9, 10]","[2, 7, 9, 10]","[1, 2]","[1, 2, 3]",[],63072000.0,True,True,True,"{'stdRetention': 2555, 'purposes': {'3': 540, '4': 540}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://rakutenadvertising.com/legal-notices/services-privacy-policy/', 'legIntClaim': 'https://go.rakutenadvertising.com/hubfs/Services-Privacy-Policy-English.pdf'}]","[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",https://consent.linksynergy.com/rad-gvl-disclosures.json,,
61,"GumGum, Inc.","[1, 2, 3, 4, 7]",[],"[2, 7]","[1, 2]",[3],[],31536000.0,True,False,False,"{'stdRetention': 400, 'purposes': {'3': 720, '4': 720}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.gumgum.com/terms-and-policies/privacy-policy', 'legIntClaim': 'https://gumgum.com/terms-and-policies/privacy-policy'}]","[1, 2, 3, 4, 6, 8, 10, 11]",https://marketing.gumgum.com/devicestoragedisclosures.json,,
62,Justpremium BV,"[1, 2, 7]",[],[],"[1, 2]",[],[],31536000.0,True,True,False,"{'stdRetention': 400, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://gumgum.com/terms-and-policies/justpremium-privacy-policy', 'legIntClaim': 'https://gumgum.com/terms-and-policies/justpremium-privacy-policy'}]","[1, 2, 6, 8, 11]",https://cdn.justpremium.com/devicestoragedisclosures.json,,
63,Lumen Research Limited,[],[7],[],[1],[],[],,False,False,False,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://lumen-research.com/privacy/', 'legIntClaim': 'https://lumen-research.com/privacy/'}]","[1, 2, 6, 8]",https://cdn.lamp.avct.cloud/tcfv2.json,{'httpGetLimit': 32},
66,adsquare GmbH,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[],"[2, 7, 8, 9, 10, 11]",[],"[1, 2, 3]",[1],,False,False,True,"{'stdRetention': 400, 'purposes': {'2': 0, '11': 0}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://adsquare.com/privacy/', 'legIntClaim': 'https://adsquare.com/privacy/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",https://adsquare.com/deviceStorage.json,,
68,Amazon Ad Server,"[1, 3, 4]","[2, 7, 9, 10]","[2, 7, 9, 10]","[1, 2]","[1, 2]",[],34190000.0,True,True,True,"{'stdRetention': 396, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.sizmek.com/privacy-policy', 'legIntClaim': 'https://www.sizmek.com/privacy-policy#legal-basis'}]","[1, 2, 3, 5, 6, 8, 10, 11]",https://secure-ds.serving-sys.com/BurstingScript/szmktcf.json,,
69,OpenX,"[1, 2, 7, 10]",[],"[2, 7, 10]","[1, 2]",[],[],31536000.0,True,True,False,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.openx.com/legal/privacy-policy/', 'legIntClaim': 'https://www.openx.com/legal/privacy-policy/'}]","[1, 2, 3, 6, 8, 11]",https://www.openx.com/device-storage.json,,
70,Yieldlab (Virtual Minds GmbH),"[1, 2, 3, 4, 7, 10]",[],[],"[1, 2]","[1, 2, 3]",[1],31536000.0,True,True,False,"{'stdRetention': 4, 'purposes': {'2': 30, '3': 30, '4': 30}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.yieldlab.com/datenschutz/', 'legIntClaim': 'https://www.yieldlab.com/datenschutz/'}, {'langId': 'en', 'privacy': 'https://yieldlab.com/privacy-platform/', 'legIntClaim': 'https://yieldlab.com/privacy-platform/'}]","[1, 2, 3, 6, 7, 8, 9, 10, 11]",https://ad.yieldlab.net/deviceStorage.json,{'httpGetLimit': 128},
71,Roku Advertising Services,"[1, 3, 4]","[2, 7, 9, 10]",[],"[1, 2]","[1, 2, 3]",[1],34186698.0,True,True,True,"{'stdRetention': 540, 'purposes': {'2': 390}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://docs.roku.com/published/userprivacypolicy/en/us', 'legIntClaim': 'https://docs.roku.com/published/userprivacypolicy/en/gb#userprivacypolicyen_gb-userprivacypolicy-en_gb-legalbasis'}, {'langId': 'de', 'privacy': 'https://docs.roku.com/published/userprivacypolicy/de/de', 'legIntClaim': 'https://docs.roku.com/published/userprivacypolicy/de/de#userprivacypolicyde_de-userprivacypolicy-de_de-legalbasis'}, {'langId': 'fr', 'privacy': 'https://docs.roku.com/published/userprivacypolicy/fr/fr', 'legIntClaim': 'https://docs.roku.com/published/userprivacypolicy/fr/fr#userprivacypolicyfr_fr-userprivacypolicy-fr_fr-legalbasis'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://www.roku.com/static/deviceStorage.json,,
73,Simplifi Holdings Inc,"[1, 2, 3, 4, 10]",[],[],[],[2],[1],31622399.0,True,False,True,"{'stdRetention': 30, 'purposes': {'2': 4320}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://simpli.fi/site-privacy-policy/'}]","[1, 3, 9]",https://um.simpli.fi/iab-disclosures.json,,
75,M32 Connect Inc,"[1, 2, 3, 4, 8, 10]",[],[],[],[1],[],2592000.0,True,True,False,"{'stdRetention': 180, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://m32connect.com/privacy-consent-management/privacy-cookie-policy/', 'legIntClaim': 'https://m32connect.com/privacy-consent-management/privacy-cookie-policy/'}, {'langId': 'fr', 'privacy': 'https://m32connect.com/fr/vie-privee-et-gestion-du-consentement/politique-de-confidentialite/', 'legIntClaim': 'https://m32connect.com/fr/vie-privee-et-gestion-du-consentement/politique-de-confidentialite/'}]","[1, 6, 8]",https://rdc.m32.media/gdpr/vendors_disclosure.json,,
76,"PubMatic, Inc","[1, 3, 4, 5, 6]","[2, 7, 8, 9, 10]","[2, 7, 8, 9, 10]","[1, 2]","[1, 2, 3]",[1],7776000.0,True,False,True,"{'stdRetention': 40, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://pubmatic.com/legal/privacy/', 'legIntClaim': 'https://pubmatic.com/legal/privacy/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://cdn.pubmatic.com/devicestorage.json,,
77,Comscore B.V.,"[1, 7, 8, 9, 10]",[],[],[],"[1, 2, 3]",[],62208000.0,True,True,True,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.scorecardresearch.com/privacy.aspx'}]","[1, 2, 3, 4, 5, 6, 7, 11]",https://census-web.scorecardresearch.com/tcf_vendor_disclosures.json,,
78,Flashtalking,"[1, 2, 3, 4, 7]",[],[7],"[1, 2]","[2, 3]",[],63072000.0,True,False,False,"{'stdRetention': 730, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.flashtalking.com/privacypolicy/', 'legIntClaim': 'https://www.flashtalking.com/legitimate-interest-legal-basis'}]","[1, 2, 3, 4, 5, 6, 8, 10, 11]",https://cdn.flashtalking.com/tcf/deviceStorage.json,,
80,"Sharethrough, Inc","[1, 2]",[7],[],"[1, 2]",[],[],2592000.0,True,True,True,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.sharethrough.com/privacy-center/consumer-privacy-notice', 'legIntClaim': 'https://privacy-center.sharethrough.com/en/consumer-privacy-notice/'}]","[1, 2, 3, 4, 5, 8, 10, 11]",https://assets.sharethrough.com/gvl.json,,
81,"PulsePoint, Inc.","[1, 2, 3, 4, 7, 9, 10]",[],[],"[1, 2]","[1, 2]",[1],31536000.0,True,True,True,"{'stdRetention': 366, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://pulsepoint.com/legal/platform-privacy-policy', 'legIntClaim': 'https://pulsepoint.com/legal/platform-privacy-policy'}]","[1, 2, 3]",https://bh.contextweb.com/tcf/vendorInfo.json,,
82,"Smaato, Inc.","[1, 2, 3, 4, 7, 9]",[10],"[2, 7, 9, 10]","[1, 2]","[1, 3]",[1],1814400.0,True,True,True,"{'stdRetention': 14, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.smaato.com/privacy/', 'legIntClaim': 'https://www.smaato.com/privacy/'}]","[1, 2, 3, 5, 6, 7, 8, 9, 10, 11]",https://resources.smaato.com/hubfs/Smaato/IAB/deviceStorage.json,,
83,Visarity Technologies GmbH,[],[8],[8],[2],[],[],,False,False,False,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://primo.design/docs/PrivacyPolicyPrimo.html', 'legIntClaim': 'https://primo.design/docs/PrivacyPolicyPrimo.html'}]",[1],https://script.visarity.com/tcf/tcf-visarity.json,,
84,Semasio GmbH,"[1, 3, 9, 10]",[],[],[],[],[],31556952.0,True,True,False,"{'stdRetention': 180, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.semasio.com/privacy'}]","[1, 3, 6, 11]",https://semasio-tcf-storage.s3-eu-west-1.amazonaws.com/deviceStorage.json,,
85,Crimtan Holdings Limited,"[1, 3, 4]","[2, 7, 8, 9, 10]","[2, 7, 8, 9, 10]","[1, 2]","[1, 3]",[1],31536000.0,True,True,False,"{'stdRetention': 365, 'purposes': {'7': 1095, '10': 1095}, 'specialPurposes': {'2': 1095}}","[{'langId': 'en', 'privacy': 'https://www.crimtan.com/privacy-policy/', 'legIntClaim': 'https://www.crimtan.com/privacy-policy/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://a.ctnsnet.com/tcf.json,,
87,Genius Sports UK Limited,"[1, 2, 3, 4, 7, 11]",[],[],[],"[1, 2, 3]",[],31536000.0,True,True,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.geniussports.com/policies/media-buying-services-and-tcf-privacy-notice/'}]","[1, 2, 3, 4, 5, 6, 8, 10, 11]",https://gsm-tcf.s3.eu-west-1.amazonaws.com/gsm-tcf.json,,
90,Teroa S.A.,"[1, 2, 7, 9]",[],[],[1],[],[],220752000.0,True,True,False,"{'stdRetention': 3650, 'purposes': {'2': 0}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.e-planning.net/privacy-policy.html', 'legIntClaim': 'https://www.e-planning.net/privacy-policy.html'}]","[1, 2, 3, 6, 8]",https://www.e-planning.net/deviceStorageDisclosureUrl.json,,
91,Criteo SA,"[1, 2, 3, 4, 7, 9]",[10],[],[1],"[1, 2, 3]",[],33696000.0,True,False,True,"{'stdRetention': 390, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.criteo.com/privacy/', 'legIntClaim': 'https://www.criteo.com/privacy/how-we-use-your-data/'}, {'langId': 'fr', 'privacy': 'https://www.criteo.com/fr/privacy/', 'legIntClaim': 'https://www.criteo.com/fr/privacy/how-we-use-your-data/'}, {'langId': 'de', 'privacy': 'https://www.criteo.com/de/privacy/', 'legIntClaim': 'https://www.criteo.com/de/privacy/how-we-use-your-data/'}, {'langId': 'es', 'privacy': 'https://www.criteo.com/es/privacy/', 'legIntClaim': 'https://www.criteo.com/es/privacy/how-we-use-your-data/'}]","[1, 2, 3, 4, 5, 6, 8, 10, 11]",https://privacy.criteo.com/iab-europe/tcfv2/disclosure,,
92,1plusX AG,"[1, 3, 5]","[7, 8, 9]","[7, 8, 9]",[],"[1, 2]",[],31536000.0,True,False,True,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.1plusx.com/privacy-policy/', 'legIntClaim': 'https://www.1plusx.com/privacy-policy/'}]","[1, 2, 3, 6, 7, 10, 11]",https://device-storage-disclosure.1plusx.io,,
93,Adloox SA,[1],[7],[7],[1],[],[],,False,False,True,"{'stdRetention': 396, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.adloox.com/legal/privacy-policy', 'legIntClaim': 'https://www.adloox.com/legal/privacy-policy'}]","[1, 2, 3, 4, 6, 8]",https://glossary.adlooxtracking.com/tcf.json,{'httpGetLimit': 128},
94,Blis Global Limited,"[1, 2, 3, 4, 7, 9, 10]",[],[2],"[1, 2]","[1, 2, 3]",[1],34560000.0,True,True,True,"{'stdRetention': 400, 'purposes': {}, 'specialPurposes': {'2': 0}}","[{'langId': 'en', 'privacy': 'https://blis.com/blis-privacy-policy-for-online-advertising-and-related-uses/', 'legIntClaim': 'https://blis.com/legitimate-interests-statement/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://privacy.blismedia.com/.well-known/deviceStorage.json,,
95,"Lotame Solutions, Inc","[1, 3, 5, 7, 8, 9, 10]",[],[],[],"[1, 2, 3]",[],23652000.0,True,True,True,"{'stdRetention': 396, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.lotame.com/privacy/privacy-notices/services/'}]","[1, 2, 3, 4, 5, 6, 7, 10, 11]",https://tags.crwdcntrl.net/privacy/tcf-purposes.json,{'httpGetLimit': 128},
97,LiveRamp,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],[1],"[1, 2]",[],31536000.0,True,True,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://liveramp.fr/politique-confidentialite-produits-services/politique-de-confidentialite-de-nos-produits-et-services-2/', 'legIntClaim': 'https://liveramp.fr/iab-transparency-consent-framework/'}, {'langId': 'en', 'privacy': 'https://liveramp.uk/privacy/service-privacy-policy/', 'legIntClaim': 'https://liveramp.fr/iab-transparency-consent-framework/'}, {'langId': 'de', 'privacy': 'https://liveramp.de/privacy/datenschutzerklarung-fur-die-liveramp-dienste/', 'legIntClaim': 'https://liveramp.fr/iab-transparency-consent-framework/'}, {'langId': 'it', 'privacy': 'https://liveramp.it/privacy-policy-italia/privacy-policy-dei-servizi/', 'legIntClaim': 'https://liveramp.fr/iab-transparency-consent-framework/'}, {'langId': 'es', 'privacy': 'https://liveramp.es/politica-de-privacidad-de-servicios/', 'legIntClaim': 'https://liveramp.fr/iab-transparency-consent-framework/'}]","[1, 2, 3, 5, 6, 8, 11]",https://tcf.ats.rlcdn.com/device-storage-disclosure.json,,
98,GroupM UK Limited,"[1, 2, 3, 4, 5, 6]","[7, 8, 9, 10]","[7, 8, 9, 10]","[1, 2]","[1, 2]",[1],34128000.0,True,True,False,"{'stdRetention': 2, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.groupm.com/privacy-notice', 'legIntClaim': 'https://www.groupm.com/privacy-notice'}]","[1, 2, 3, 4, 5, 6, 8, 9, 11]",https://cdn.mookie1.com/privacy/deviceStorage.json,,
100,Fifty Technology Limited,"[1, 2, 3, 4, 9, 10]",[],[],"[1, 2]","[1, 2, 3]",[],31536000.0,True,True,False,"{'stdRetention': 183, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://fifty.io/privacy-policy', 'legIntClaim': 'https://fifty.io/privacy-policy'}]","[1, 2, 3, 4, 6, 8, 10, 11]",https://fifty.io/privacy/deviceStorage.json,,
101,MiQ Digital Ltd,"[1, 2, 3, 4, 7, 9, 10]",[],[],"[1, 2]","[1, 2, 3]",[1],31540000.0,True,True,True,"{'stdRetention': 180, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.wearemiq.com/privacy-and-compliance/privacy-policy/', 'legIntClaim': 'https://www.wearemiq.com/privacy-and-compliance/privacy-policy/'}]","[1, 2, 3, 5, 6, 7, 8, 9, 10, 11]",https://www.wearemiq.com/privacy-and-compliance/devicestoragedisclosures.json,,
102,"Magnite, Inc. (Outstream)",[1],"[2, 7, 10]","[2, 7, 10]","[1, 2]","[1, 2, 3]",[1],31556900.0,True,False,True,"{'stdRetention': 28, 'purposes': {'10': 90}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.magnite.com/legal/advertising-technology-privacy-policy/', 'legIntClaim': 'https://www.magnite.com/legal/advertising-technology-privacy-policy/'}]","[1, 2, 3, 4, 6, 8, 9, 11]",https://gdpr.rubiconproject.com/slimcut/devicestoragedisclosure.json,{'httpGetLimit': 128},
104,"Sonobi, Inc","[1, 2, 3, 4]","[7, 8]",[],[2],[1],[],5184000.0,True,False,False,"{'stdRetention': 548, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://sonobi.com/privacy-policy/', 'legIntClaim': 'https://sonobi.com/privacy-policy/'}]","[1, 3, 8]",https://sonobi.com/tcf2-device-storage-disclosure.json,,
108,Rich Audience Technologies SL,"[1, 2, 7, 8, 9, 10, 11]",[],[],[],"[2, 3]",[],31536000.0,True,True,False,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://richaudience.com/en/privacy/'}, {'langId': 'es', 'privacy': 'https://richaudience.com/es/privacy/'}]","[1, 2, 3, 4, 8]",https://cdnj.richaudience.com/52a26ab9400b2a9f5aabfa20acf3196g.json,{'httpGetLimit': 128},
109,LoopMe Limited,"[1, 2, 3, 4, 7, 9, 10]",[],[],"[1, 2]","[1, 2, 3]","[1, 2]",7776000.0,True,True,True,"{'stdRetention': 396, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://legal.loopme.com/privacy-center#contract-hyartvn1o', 'legIntClaim': 'https://legal.loopme.com/privacy-center#contract-hyartvn1o'}]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11]",https://co.loopme.com/deviceStorageDisclosure.json,{'httpGetLimit': 32},
110,Dynata LLC,"[1, 7, 9]",[],[],[],"[1, 2, 3]",[],31536000.0,True,True,False,"{'stdRetention': 730, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.dynataprivacy.com/'}]","[1, 2, 3, 5, 6, 7, 8, 10, 11]",https://www.dynataprivacy.com/deviceStorageDisclosure.json,,
111,Showheroes SE,"[1, 3, 4, 9, 10]","[2, 7, 8]","[2, 7, 8]","[1, 2]",[1],[],33955200.0,True,False,False,"{'stdRetention': 393, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://showheroes.com/privacy-policy/', 'legIntClaim': 'https://showheroes.com/privacy-policy/'}]","[1, 3, 8, 11]",https://static-origin.showheroes.com/gvl_storage_disclosure.json,,
